companyNumber,companyName,sicCodes,companyType,cashInBank,financialYearEnd,dateOfIncorporation,ageOfCompany,location,country,postcode,streetAddress
08273599,ESCALWEN LIMITED,['01500'],ltd,"[91766, 103425]","['2021-12-31', '2020-12-31']",2012-10-30,10,Carmarthen,Wales,SA31 2NF,Llys Deri
11561855,GLANCOTHI PROPERTY MANAGEMENT LIMITED,['98000'],ltd,"[-1010101, -1010101]","['2021-09-30', '2020-09-30']",2018-09-10,4,Carmarthen,Wales,SA32 7HJ,Pant Yr Ystrad
10567335,OAKLAND FREEHOLD LIMITED,['74990'],ltd,"[11, 12]","['2022-01-31', '2021-01-31']",2017-01-17,5,Carmarthen,Wales,SA32 8NE,Llygad Yr Haul
11401385,PAUL MARKE FILMS LTD,['59112'],ltd,"[24249, 22281]","['2022-06-30', '2021-06-30']",2018-06-06,4,Carmarthen,Wales,SA31 3LN,The Old School
11948686,MUDDLEBOX LIMITED,['99999'],ltd,"[-1010101, -1010101]","['2022-04-30', '2021-04-30']",2019-04-16,3,Carmarthen,Wales,SA31 3AP,110a Lammas Street
03909502,ONEPRIME BUSINESS AND ACCOUNTING SOLUTIONS LIMITED,['69201'],ltd,"[-1010101, -1010101]","['2022-01-31', '2021-01-31']",2000-01-19,22,Carmarthen,Wales,SA33 5AH,Erw Las
04874877,A & M PLANT HIRE LIMITED,['77320'],ltd,"[13, 15309]","['2021-12-31', '2020-12-31']",2003-08-21,19,Carmarthen,Wales,SA32 8BG,The Old Barn
13399480,4 IVY LIMITED,['82990'],private-limited-guarant-nsc,"[0, -1010101]","['2022-05-31', 'None']",2021-05-14,1,Carmarthen,Wales,SA31 2NF,L H P Chartered Accountants Unit 6
12092374,GET STITCHED EMBROIDERY LTD,['96090'],ltd,"[16284, 29110]","['2021-07-31', '2020-07-31']",2019-07-08,3,Carmarthen,Wales,SA31 2NF,Llys Deri
12991611,ESGAIRHIR UCHAF FARM LTD.,['01500'],ltd,"[77449, -1010101]","['2021-10-31', '2021-10-31']",2020-11-02,2,Carmarthen,Wales,SA33 6AD,Esgairhir Uchaf
11085741,LISA FEARN LIMITED,['56102'],ltd,"[20187, 21436]","['2021-11-30', '2020-11-30']",2017-11-28,5,Carmarthen,Wales,SA32 7AY,Allt Y Gog Farm Abergorlech Road
14149126,GO AHEAD EVENT SOLUTIONS LTD,['82990'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-06-05,0,Carmarthen,Wales,SA31 2LQ,16 Elder Grove
13063176,NANT PROPERTY LIMITED,['68209'],ltd,"[-1010101, -1010101]","['2021-12-31', 'None']",2020-12-04,2,Carmarthen,Wales,SA31 2EY,Tanerdy Garage
08910224,LDI LIMITED,['70229'],ltd,"[36088, 32181]","['2021-02-28', '2020-02-29']",2014-02-25,8,Carmarthen,Wales,SA33 5AH,Ty Issa
08227271,ERCH LTD.,['56103'],ltd,"[-1010101, -1010101]","['2020-09-30', '2019-09-30']",2012-09-25,10,Carmarthen,Wales,SA31 3AL,29a Lammas Street
01910546,PALMGLEBE LIMITED,['68100'],ltd,"[-1010101, -1010101]","['2021-09-30', '2020-09-30']",1985-05-02,37,Carmarthen,Wales,SA33 5EE,Penrhiw
12145035,KENNEA MEADOWS LTD,['55209'],ltd,"[3, 3]","['2021-08-31', '2020-08-31']",2019-08-07,3,Carmarthen,Wales,SA32 7TG,Underwood Lodge
13551297,DDAEAR YDYM NI ! WE ARE EARTH ! C.B.C.,"['01250', '86900']",private-limited-guarant-nsc,"[-1010101, -1010101]","['None', 'None']",2021-08-06,1,Carmarthen,Wales,SA32 8NE,Llwyn-Carw
12749198,APEX RUGBY SOLUTIONS LTD,"['13300', '14190', '32300', '47710']",ltd,"[255, -1010101]","['2021-07-31', 'None']",2020-07-16,2,Carmarthen,Wales,SA31 2NF,Llys Deri
13224169,SEASIDE HAND CARWASH LIMITED,['45200'],ltd,"[3489, -1010101]","['2022-02-28', 'None']",2021-02-24,1,Carmarthen,Wales,SA31 1QD,31 Jacksons Lane
05878033,CORTEEN TRAINING AND CONSULTANCY LTD,['70229'],ltd,"[7241, 9260]","['2021-07-31', '2020-07-31']",2006-07-17,16,Carmarthen,Wales,SA31 2NF,Llys Deri
08612404,KFN SERVICES LTD,['01629'],ltd,"[31601, 24277]","['2021-07-31', '2020-07-31']",2013-07-16,9,Carmarthen,Wales,SA31 2NF,Llys Deri
14293676,MAGEED MEDICAL TRADING ENTERPRISES LIMITED,['86210'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-08-12,0,Carmarthen,Wales,SA31 2NW,Vila Islam
13556639,HEATWISE GAS AND PLUMBING SERVICES LIMITED,['43220'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-08-09,1,Carmarthen,Wales,SA31 3GR,33 Meysydd Y Coleg
10895915,THE EDIBLE GARDEN COMPANY LTD,"['01130', '01190', '01290', '01500']",ltd,"[-1010101, -1010101]","['2021-08-31', '2020-08-31']",2017-08-02,5,Carmarthen,Wales,SA32 7DB,Pen Y Banc
14277944,HILTON & TAYLOR HOLDINGS LTD.,"['56102', '56103', '56302']",ltd,"[-1010101, -1010101]","['None', 'None']",2022-08-04,0,Carmarthen,Wales,SA31 2EN,17 Abbey Mead
12636816,A&I PROPERTY DEVELOPMENT LTD,['41202'],ltd,"[-1010101, -1010101]","['None', 'None']",2020-06-01,2,Carmarthen,Wales,SA31 1RD,2 Coracle Offices
14290143,RIVALS LOUNGE BAR LIMITED,['56302'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-08-11,0,Carmarthen,Wales,SA31 3JW,100 Waun Burgess
12733736,THOMAS GROUNDWORK’S LIMITED,['41202'],ltd,"[14888, -1010101]","['2021-07-31', 'None']",2020-07-10,2,Carmarthen,Wales,SA31 3QY,Dawnville Alltycnap Road
04635392,A HARTLEY LTD,['02400'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2003-01-13,19,Carmarthen,Wales,SA33 6BE,Cae Glas Bronwydd Arms
12236868,LAMMAS PIZZA LTD,['56103'],ltd,"[-1010101, -1010101]","['None', 'None']",2019-10-01,3,Carmarthen,Wales,SA31 3AL,30 Lammas Street
04336208,CEREBRA - FOR BRAIN INJURED CHILDREN AND YOUNG PEOPLE,['82990'],private-limited-guarant-nsc-limited-exemption,"[-1010101, -1010101]","['2021-12-31', '2020-12-31']",2001-12-07,21,Carmarthen,Wales,SA31 3LW,2nd Floor Offices The Macgregor Office Suite
11521351,R AND H L JONES PROPERTIES LIMITED,['68209'],ltd,"[24031, 7417]","['2021-07-31', '2020-07-31']",2018-08-16,4,Carmarthen,Wales,SA16 0JE,Panteg Farm
09804191,RUGBYWARFARE LTD,['14190'],ltd,"[9333, 8259]","['2021-10-31', '2020-10-31']",2015-10-01,7,Carmarthen,Wales,SA31 2NF,Llys Deri
08733529,BROLEC ELECTRICAL SERVICES LTD,['43210'],ltd,"[20160, 41664]","['2021-10-31', '2020-10-31']",2013-10-15,9,Carmarthen,Wales,SA31 3HX,43 Parc Starling
12709391,LLANMILOE HOLDINGS LIMITED,['68100'],ltd,"[1, -1010101]","['2021-07-31', 'None']",2020-07-01,2,Carmarthen,Wales,SA33 4TZ,Llanmiloe House
13462491,RHOST LTD,['56210'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-06-17,1,Carmarthen,Wales,SA31 2LR,26 Maesglasnant
14233700,CUDDLEARTPRINTS LTD,['47910'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-07-14,0,Carmarthen,Wales,SA33 6UA,Fernley Tynewydd
04457645,DATAHOUND LIMITED,"['62020', '62090', '95110']",ltd,"[1171, 5010]","['2022-03-31', '2021-03-31']",2002-06-10,20,Carmarthen,Wales,SA33 5JG,Ffynnon Fair
09250795,BUUQIT.COM LTD,['62012'],ltd,"[138390, 352198]","['2021-10-31', '2020-10-31']",2014-10-06,8,Carmarthen,Wales,SA31 2JL,Castell Pigyn Lodge
14233341,MALTHOUSE ANTIQUES LTD,['47791'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-07-13,0,Carmarthen,Wales,SA33 4DY,Dolgarth Farm House High Street
13463232,LBR AUTOMOTIVES LTD,['45200'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-06-17,1,Carmarthen,Wales,SA33 4QG,Lbr Automotives Ltd Clifton Street
12051972,SPRINGFIELD TRADING LTD,['74990'],ltd,"[31794, -1010101]","['2021-10-31', '2021-10-31']",2019-06-14,3,Carmarthen,Wales,SA33 4AH,Springfield
12260375,SPILMAN HOTEL LTD,['55100'],ltd,"[101897, 60754]","['2021-10-31', '2020-10-31']",2019-10-14,3,Carmarthen,Wales,SA31 1LD,7 Conduit Lane
13514953,ALLAVARE LTD,['20412'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-07-16,1,Carmarthen,Wales,SA31 1TF,Forestry House
12975336,WILD HONEY MEAD LIMITED,['11030'],ltd,"[-1010101, -1010101]","['2021-10-31', 'None']",2020-10-26,2,Carmarthen,Wales,SA32 8JU,Wrights
10914271,IMMORTAL HOUSE LIMITED,"['70100', '71111', '86900', '90030']",ltd,"[100, 100]","['2022-01-31', '2021-01-31']",2017-08-14,5,Carmarthen,Wales,SA32 7RA,Brechfa House
12195063,RUDLAND AND CO FINANCIAL SERVICES LTD,['64922'],ltd,"[3669, 300]","['2021-09-30', '2020-09-30']",2019-09-09,3,Carmarthen,Wales,SA31 3NS,27 Plas Ioan Plas Ioan
12810736,THE CATTLE VET LTD,['75000'],ltd,"[24889, -1010101]","['2021-09-30', '2021-09-30']",2020-08-13,2,Carmarthen,Wales,SA31 1TF,Forestry House
09642166,MB WEB DESIGN LTD,['62090'],ltd,"[-1010101, -1010101]","['2021-06-30', '2020-06-30']",2015-06-16,7,Carmarthen,Wales,SA32 8PP,7 Glenfryn
07992254,JCT EHS LIMITED,['74909'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2012-03-15,10,Tenby,Wales,SA70 8LZ,The Grove Farmhouse
03394336,GULFSTREAM ENGINEERING LIMITED,['71129'],ltd,"[-1010101, -1010101]","['2021-06-30', '2020-06-30']",1997-06-27,25,Tenby,Wales,SA70 7HD,Barclays Bank Chambers  18 High Street
02376184,SPARTA HOUSE MANAGEMENT COMPANY LIMITED,['98000'],ltd,"[-1010101, -1010101]","['2021-04-25', '2020-04-25']",1989-04-26,33,Tenby,Wales,SA70 7AS,Birt & Co. Lock House
08680653,SPETCHLEY HOUSE MANAGEMENT COMPANY LIMITED,['98000'],ltd,"[-1010101, -1010101]","['2021-03-24', '2021-03-24']",2013-09-06,9,Tenby,Wales,SA70 7AS,Birt & Co
06566441,F B (AIRPORTS) LIMITED,['92000'],ltd,"[-1010101, -1010101]","['2021-04-30', '2020-04-30']",2008-04-15,14,Tenby,Wales,SA70 7NJ,Warren House
04044225,SOUTHBAY APARTMENTS LIMITED,['82110'],ltd,"[-1010101, -1010101]","['2021-09-05', '2020-09-05']",2000-08-01,22,Tenby,Wales,SA70 7DY,2 Southbay Apartments
08861993,TENBY STORES LIMITED,['47190'],ltd,"[58928, 51682]","['2021-03-31', '2020-03-31']",2014-01-27,8,Tenby,Wales,SA70 8BG,The Gables
09314340,APPLE BOOKKEEPING & ACCOUNTS LIMITED,"['69201', '69202']",ltd,"[37, 44]","['2021-03-31', '2020-03-31']",2014-11-17,8,Tenby,Wales,SA70 7JS,Ground Floor
14129257,GRANGE MANORBIER LTD,['55209'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-05-24,0,Tenby,Wales,SA70 7TY,The Grange
11498337,IVAN BLACK SCULPTURE LTD,['90030'],ltd,"[65751, 61892]","['2021-08-31', '2020-08-31']",2018-08-03,4,Tenby,Wales,SA70 8RB,Little Wedlock
07380388,JUST HUW JOHNS LIMITED,['74909'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2010-09-17,12,Tenby,Wales,SA70 8EY,6 The Green
13017159,COASTBUILD PROJECTS LTD,['68209'],ltd,"[2, -1010101]","['2021-11-30', 'None']",2020-11-13,2,Tenby,Wales,SA70 8NL,22 Parklands
09728526,JOHN BREBNER INGREDIENTS LTD,['46180'],ltd,"[6814, 29086]","['2021-08-31', '2020-08-31']",2015-08-12,7,Tenby,Wales,SA70 7NT,Tully The Ridgeway
10776106,ROBYN KNIBB LIMITED,['74100'],ltd,"[7, 3662]","['2022-05-31', '2021-05-31']",2017-05-17,5,Tenby,Wales,SA70 7TB,Kano Mead Lane
13490099,HIGH PLATEAU CONSULTING LIMITED,['82990'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-07-02,1,Tenby,Wales,SA70 7SG,7 The Green
01772046,TREBOWEN FARMS,['01500'],private-unlimited,"[-1010101, -1010101]","['None', 'None']",1983-11-22,39,Tenby,Wales,SA70 8RA,Blackwood House
09270984,TENBY BREWING CO. LIMITED,['11050'],ltd,"[6225, 194]","['2021-10-31', '2020-10-31']",2014-10-20,8,Tenby,Wales,SA70 7NJ,Unit 16/17 The Salterns
11433966,D & D LIGNUM LTD,"['56101', '56302']",ltd,"[36987, 63341]","['2021-06-30', '2020-06-30']",2018-06-26,4,Tenby,Wales,SA70 8EB,69 Knowling Mead
09786422,PICTON TERRACE MANAGEMENT COMPANY LIMITED,['68320'],private-limited-guarant-nsc,"[-1010101, -1010101]","['2021-09-30', '2020-09-30']",2015-09-21,7,Tenby,Wales,SA70 7AS,Birt & Co. Lock House
12756106,BEAUTIFIED BY REBECCA CLARA LTD,['96020'],ltd,"[1954, -1010101]","['2021-07-31', 'None']",2020-07-20,2,Tenby,Wales,SA70 7JU,Hazlemere
04880418,CHATTELS LIMITED,['47799'],ltd,"[3453, 26719]","['2021-05-31', '2020-05-31']",2003-08-28,19,Tenby,Wales,SA70 7JY,Tenby Railway Buildings
13999473,CROW CABS LTD,['49320'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-03-24,0,Tenby,Wales,SA70 7NX,1 Holloway Court
10548151,7 HIGH STREET TENBY LIMITED,['96090'],ltd,"[3, 3]","['2021-01-31', '2020-01-31']",2017-01-05,5,Tenby,Wales,SA70 7JG,Flat 1 North Beach House
14194798,YASEEN ENTERPRISES LTD,['47990'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-06-24,0,Tenby,Wales,SA70 8PL,8 Milton Meadows
14243672,THREE STAR ENTERPRISES LTD,['47990'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-07-19,0,Tenby,Wales,SA70 8PL,8 Milton Meadows
14238362,PEMBROKESHIRE GETAWAYS LTD,"['41100', '55209', '55900', '68100']",ltd,"[-1010101, -1010101]","['None', 'None']",2022-07-16,0,Tenby,Wales,SA70 7TR,18 Gray Avenue
13375253,AR EDUCATION LTD,['85590'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-05-04,1,Tenby,Wales,SA70 7NX,18 Holloway Court
13931914,MEHREZ LIMITED,['56101'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-02-22,0,Tenby,Wales,SA70 7JD,10 Upper Frog Street
02566006,NEWTON CROFT MANAGEMENT LIMITED,['98000'],ltd,"[-1010101, -1010101]","['2021-12-31', '2020-12-31']",1990-12-06,32,Tenby,Wales,SA70 7AS,Birt & Co
13172442,NORCHARD KENNELS LTD,['01490'],ltd,"[1587, -1010101]","['2022-03-31', '2022-03-31']",2021-02-02,1,Tenby,Wales,SA70 8BW,Norchard Stables The Ridgeway
12901684,TIDEWELL PROPERTIES LTD,['55100'],ltd,"[5893, -1010101]","['2021-09-30', 'None']",2020-09-24,2,Tenby,Wales,SA70 8AH,Ocean House
14291227,DOLLAR$SPENDERZ LTD,['47990'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-08-11,0,Tenby,Wales,SA70 8PL,8 Milton Meadows
02133063,FAR WEST TRAVEL LIMITED,['99999'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",1987-05-20,35,Tenby,Wales,SA70 7QP,30 Penally Heights
12745433,MILEADE CONSTRUCTION LIMITED,['41202'],ltd,"[2, -1010101]","['2021-07-31', 'None']",2020-07-15,2,Tenby,Wales,SA70 8RZ,3 Green Meadow Close
OC317471,HALCYON YACHT CHARTER LIMITED LIABILITY PARTNERSHIP,['None'],llp,"[-1010101, -1010101]","[-1010101, -1010101]",2006-01-26,16,Tenby,Wales,SA70 8ND,West Tarr Farm
12438151,EVOLVED LEADER CLUB LIMITED,['85590'],ltd,"[2, -1010101]","['2021-02-28', 'None']",2020-02-03,2,Tenby,Wales,SA70 7DP,4 Picton Road
10730761,OSHIE'S KITCHEN LTD,['56101'],ltd,"[32312, 4800]","['2021-04-30', '2020-04-30']",2017-04-19,5,Tenby,Wales,SA70 7JU,Hazelmere
10363358,PEMBROKESHIRE SELF DRIVE HIRE AND VEHICLE SALES LIMITED,['77110'],ltd,"[-1010101, 25338]","['2021-07-31', '2020-07-31']",2016-09-07,6,Tenby,Wales,SA70 8SX,C1 East Runway Carew Airfield
13004560,IZZARD TRADING LTD,['47640'],ltd,"[3, -1010101]","['2022-02-02', '2022-02-02']",2020-11-09,2,Tenby,Wales,SA70 8LQ,Beavers Hill The Ridgeway
11401355,CALDEY CONSTRUCTION LTD,"['41201', '41202']",ltd,"[-1010101, -1010101]","['2021-06-30', '2020-06-30']",2018-06-06,4,Tenby,Wales,SA70 7ND,9 Park Road
11068342,ST NICHOLAS COURT (TENBY) LIMITED,['68320'],private-limited-guarant-nsc,"[-1010101, -1010101]","['2021-09-30', '2020-09-30']",2017-11-16,5,Tenby,Wales,SA70 7JT,Flat 1 St Nicholas Court
10083338,CQP 1985 LIMITED,['56101'],ltd,"[51741, 2241]","['2021-03-31', '2020-03-31']",2016-03-24,6,Tenby,Wales,SA70 7HZ,Temple House
10099352,BAOBAB AGRI BUSINESS LIMITED,['74901'],ltd,"[77767, 40417]","['2021-03-31', '2020-03-31']",2016-04-04,6,Tenby,Wales,SA70 7TH,4 Morfa Terrace
11827253,JONES AND BRADLEY BUILDING LTD,['41202'],ltd,"[19774, 18707]","['2021-03-31', '2020-03-31']",2019-02-14,3,Tenby,Wales,SA70 8SL,Castle View
13732475,ARANKA ART LIMITED,['90030'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-11-09,1,Tenby,Wales,SA70 8BG,Flat 2 Rosemount Court
13732817,BLUEVALER LIMITED,['95110'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-11-09,1,Tenby,Wales,SA70 8BG,Flat 2 Rosemount Court
13735136,TARBOR CONSTRUCT LIMITED,['41201'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-11-10,1,Tenby,Wales,SA70 8BJ,Flat 1 Rose Lawn
13143116,HWB NARBERTH LTD,['56101'],ltd,"[16557, -1010101]","['2022-01-31', 'None']",2021-01-19,1,Tenby,Wales,SA70 7NJ,Unit 16-17 The Salterns
13871565,COASTAL WILLS LTD,['70229'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-01-25,0,Tenby,Wales,SA70 8SX,Carew Airfield
13845956,SOUND STORIES CIC,"['85520', '85600']",private-limited-guarant-nsc,"[-1010101, -1010101]","['None', 'None']",2022-01-13,0,Tenby,Wales,SA70 8AB,32 The Norton
14007132,MEAD LETTINGS LTD,['55209'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-03-28,0,Tenby,Wales,SA70 8EB,49 Knowling Mead
14014255,LANGDALE GEOSCIENCE LTD,"['74909', '85590']",ltd,"[-1010101, -1010101]","['None', 'None']",2022-03-30,0,Tenby,Wales,SA70 7BL,3 St. Julians Terrace
13781063,WYND HILL LODGES LTD,['55209'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-12-03,1,Tenby,Wales,SA70 7SL,Wynd Hill
10435833,MARTINS CORNER LIMITED,['96090'],ltd,"[-1010101, -1010101]","['2021-10-31', '2020-10-31']",2016-10-19,6,Tenby,Wales,SA70 8JF,50 Upper Hill Park
09943556,L.G. LEISURE (NORTH WALES) LTD,['92000'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2016-01-11,6,Tenby,Wales,SA70 7AJ,Tebny House Hotel Tudor Square
08793253,SIGNSPEED LTD,['18129'],ltd,"[18413, 29852]","['2021-11-30', '2020-11-30']",2013-11-27,9,Tenby,Wales,SA70 8SX,Unit 5 Carew Airfield Business Park
13364792,MEHMET CAKABEY LTD,['56102'],ltd,"[785, -1010101]","['2022-04-30', 'None']",2021-04-28,1,Tenby,Wales,SA70 7HZ,Flat Arches Restaurant
12923233,PLANT PASSION LTD,['81300'],ltd,"[17172, -1010101]","['2021-10-31', 'None']",2020-10-02,2,Tenby,Wales,SA70 8QB,Merefield
09927956,H VIRGO MECHANICAL ENGINEERING LTD,['74909'],ltd,"[7980, 6325]","['2020-12-31', '2019-12-31']",2015-12-23,7,Tenby,Wales,SA70 8SY,Summerton Cottage
12909736,SIGNSPEED HOLDINGS LIMITED,['18129'],ltd,"[307, -1010101]","['2021-11-30', '2021-11-30']",2020-09-28,2,Tenby,Wales,SA70 8SX,Unit 5 Carew Airfield Business Park
12938097,M A C C B GROUP UK LIMITED,['47190'],ltd,"[-1010101, -1010101]","['2021-10-31', 'None']",2020-10-08,2,Tenby,Wales,SA70 7HD,Flat 1 Brick House Apartments  17 High Street
10405709,ST MARYS PROPERTIES ( TENBY) LTD,['68209'],ltd,"[1, 1]","['2021-10-31', '2020-10-31']",2016-10-01,6,Tenby,Wales,SA70 8BG,St. Marys House
11794854,HAMLETT DEVELOPMENTS LTD,['41202'],ltd,"[2, 1]","['2021-02-04', '2020-01-31']",2019-01-29,3,Tenby,Wales,SA70 8RZ,3 Green Meadow Close
12256412,GENESIS BUILDING CONTRACTORS LTD,['43390'],ltd,"[11399, 108187]","['2021-10-31', '2020-10-31']",2019-10-11,3,Tenby,Wales,SA70 8RT,Little Hay
14027946,THE FAT SEAGULL TENBY LIMITED,['56101'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-04-05,0,Tenby,Wales,SA70 7AS,Lorne House
12401046,BAKES BY MICHELLE LIMITED,"['10710', '56290']",ltd,"[991, 7214]","['2022-01-31', '2021-01-31']",2020-01-13,2,Tenby,Wales,SA70 8BD,Ty-Ni 3 Garden Meadows Park
01734697,ASHLEY HOUSE TENBY (MANAGEMENT) LIMITED,['98000'],ltd,"[-1010101, -1010101]","['2021-04-30', '2020-04-30']",1983-06-27,39,Tenby,Wales,SA70 7JG,Ashley House
03180159,TRUEFORM LTD.,['41100'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",1996-03-29,26,Tenby,Wales,SA70 7HD,Barclays Bank Chambers  18 High Street
00328493,"LION HOTEL(TENBY),LIMITED",['55100'],ltd,"[302379, 336165]","['2021-03-24', '2020-03-24']",1937-06-04,85,Tenby,Wales,SA70 7DG,Tenby Property Management The Delphi
08000673,TRADE CANVAS PRINT LIMITED,['47990'],ltd,"[1347, -1010101]","['2021-03-31', '2016-03-31']",2012-03-21,10,Tenby,Wales,SA70 8BD,Ty-Ni 3 Garden Meadows Park
07646071,THE GUILDHALL TENBY MANAGEMENT COMPANY LIMITED,['41201'],ltd,"[-1010101, -1010101]","['2021-06-30', '2020-06-30']",2011-05-24,11,Tenby,Wales,SA70 7AS,Lock House
07090076,CHANDLER ROGERS ESTATE AGENTS LTD,['68310'],ltd,"[167004, 60260]","['2021-11-30', '2020-11-30']",2009-11-28,13,Tenby,Wales,SA70 7JG,Boston House
05433727,QUALITY SCHOOLWEAR LIMITED,['41100'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2005-04-22,17,Tenby,Wales,SA70 7SG,Meadow View
00970572,CRAYFORD SPECIAL VENTURES LIMITED,['68209'],ltd,"[58369, 130326]","['2021-06-30', '2020-06-30']",1970-01-21,52,Tenby,Wales,SA70 7BS,The Albion
01008777,ARDEN PEAT LIMITED,['68209'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",1971-04-22,51,Tenby,Wales,SA70 7TN,The Old Vicarage
01439449,PEMBROKESHIRE POWERBOATS LIMITED,['82990'],ltd,"[100, -1010101]","['2021-06-30', '2020-06-30']",1979-07-24,43,Tenby,Wales,SA70 7BS,The Albion
05412634,NLTK HOLDINGS LIMITED,['64205'],ltd,"[200960, -1010101]","['2021-04-30', '2020-04-30']",2005-04-04,17,Tenby,Wales,SA70 7HD,Barclays Bank Chambers  18 High Street
05417746,GIST FINANCIAL HOLDINGS LIMITED,['65201'],ltd,"[349529, -1010101]","['2021-04-30', '2020-04-30']",2005-04-07,17,Tenby,Wales,SA70 7HD,Barclays Bank Chambers  18 High Street
04643666,DINOSAUR PARK LTD,['93210'],ltd,"[1554958, 1278202]","['2021-03-31', '2020-03-31']",2003-01-21,19,Tenby,Wales,SA70 8RB,2 Gower View
10044108,THE CRANNY TENBY LIMITED,['47510'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2016-03-04,6,Tenby,Wales,SA70 8LW,Dale Farm High Street
10462153,NEWTON HEIGHTS LIMITED,['98000'],private-limited-guarant-nsc,"[-1010101, -1010101]","['2021-11-30', '2020-11-30']",2016-11-03,6,Tenby,Wales,SA70 7AS,Lock House
11079134,PETE SCHWARTZ ELECTRICAL SERVICES LTD,['43210'],ltd,"[9257, 6601]","['2021-03-31', '2020-03-31']",2017-11-23,5,Tenby,Wales,SA70 7BY,Garden Flat Pier House
12283422,CATERING NOW LTD,['56290'],ltd,"[25, -1010101]","['2020-10-31', 'None']",2019-10-28,3,Tenby,Wales,SA70 8TF,8 Anson Way
12293062,HYPERSLICE DESIGN LTD,['96090'],ltd,"[29949, 24299]","['2021-11-30', '2020-11-30']",2019-11-01,3,Tenby,Wales,SA70 8BN,West Lawn West Lawn
12603695,BEAUFORT FINANCIAL (PEMBS) LIMITED,['64999'],ltd,"[35654, -1010101]","['2021-05-31', 'None']",2020-05-15,2,Tenby,Wales,SA70 8SX,Carew Airfield Business Park Carew
12645358,WEST WALES ADDITIVE LTD,"['18129', '71121']",ltd,"[1346, -1010101]","['2021-06-30', 'None']",2020-06-04,2,Tenby,Wales,SA70 8DD,Inglenook
11449899,SOUTH & WEST PROPERTIES LIMITED,['68310'],ltd,"[-1010101, -1010101]","['2022-03-31', '2021-03-31']",2018-07-05,4,Tenby,Wales,SA70 8EF,80 Knowling Mead
11732196,CONNAUGHT HOUSE (TENBY) MANAGEMENT COMPANY LIMITED,['98000'],ltd,"[12, 12]","['2021-12-17', '2020-12-17']",2018-12-18,4,Tenby,Wales,SA70 7DU,10 Esplanade
13931930,M A C C B RETAIL TENBY LIMITED,['47190'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-02-22,0,Tenby,Wales,SA70 7HD,Flat 1 Brick House Apartments  17 High Street
13719341,TYRCAN CONSTRUCTION LTD,['41202'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-11-02,1,Tenby,Wales,SA70 8PG,Apartment A Milton Manor
13733456,MOLDOVAN CONSTRUCT LIMITED,['41202'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-11-09,1,Tenby,Wales,SA70 8BJ,Flat 1 Rose Lawn
13854575,FRANKLIN STRAUSS LIMITED,['13921'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-01-18,0,Tenby,Wales,SA70 7JT,Newton House
13866658,RISALAH11 LIMITED,['56103'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-01-24,0,Tenby,Wales,SA70 7AJ,Tudor House
13653658,BECKS BAY GLAMPING LIMITED,['55300'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-09-30,1,Tenby,Wales,SA70 7RY,Bubbleton Farm
14064080,PROJECT PRESSUREWASH LTD,['81210'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-04-22,0,Tenby,Wales,SA70 8DD,Springfield
