companyNumber,companyName,sicCodes,companyType,cashInBank,financialYearEnd,dateOfIncorporation,ageOfCompany,location,country,postcode,streetAddress
07802884,HEM LINE (UK) LTD,['99999'],ltd,"[1, 1]","['2021-10-31', '2020-10-31']",2011-10-10,11,London,England,NW9 9QT,8 Princes Close
07810626,WRIGOP LIMITED,['55100'],ltd,"[29471, 73238]","['2021-04-30', '2020-04-29']",2011-10-14,11,London,England,NW7 3TD,Suite J Athene House  86 The Broadway
07811595,RE-WRAPPED LTD,"['47620', '47890', '47910']",ltd,"[15682, 22334]","['2021-03-31', '2020-03-31']",2011-10-17,11,London,England,SE1 3BN,Unit 4 Futura House  168 Grange Road
07811411,DAN-EDEN TRADING INTERNATIONAL LIMITED,"['47190', '47990']",ltd,"[6015, -1010101]","['2021-09-30', '2020-09-30']",2011-10-14,11,London,England,N1 5LP,90 Nuttall Street Nuttall Street
07811136,NOAKHALI ASSOCIATION UK,['88990'],private-limited-guarant-nsc-limited-exemption,"[0, 0]","['2021-10-31', '2020-10-31']",2011-10-14,11,London,England,E6 1BW,1a Elizabeth Road
07813365,HP & CO LIMITED,['82990'],ltd,"[3077, 2722]","['2021-03-31', '2020-03-31']",2011-10-18,11,London,England,N9 7BN,365 Hertford Road
07814767,DAVA INDUSTRY LIMITED,['99999'],ltd,"[100, 100]","['2021-10-31', '2020-10-31']",2011-10-18,11,London,England,W1D 5QA,1st Floor Front  36 Gerrard Street
07814559,C&C GLOBAL ARBITRAGE LIMITED,['64991'],ltd,"[-1010101, -1010101]","['2021-12-31', '2020-12-31']",2011-10-18,11,London,England,EC4M 7RD,5 Fleet Place
07814200,EUROPEAN M SYMBOL LIMITED,['82990'],ltd,"[611, 10321]","['2021-12-31', '2020-12-31']",2011-10-18,11,London,England,W1F 7TE,1st Floor Sutherland House  5-6 Argyll Street
07817519,CITY AND GUILDS OF LONDON ART SCHOOL LIMITED,['85421'],private-limited-guarant-nsc,"[-1010101, -1010101]","['2021-08-31', '2020-08-31']",2011-10-20,11,London,England,SE11 4DJ,124 Kennington Park Road
07816484,HYPERION TECHNOLOGY LTD.,['62090'],ltd,"[-1010101, -1010101]","['2021-09-30', '2020-09-30']",2011-10-19,11,London,England,N15 5EA,C/O Dirench & Co  151 West Green Road
07819359,SEVEN ECO LIMITED,['43220'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2011-10-21,11,London,England,EC1N 8LE,63/66 Hatton Garden
07820268,CALTRICS LTD,['63110'],ltd,"[-1010101, 36739]","['2020-03-31', '2021-03-31']",2011-10-24,11,London,England,W1T 6EB,4th Floor  Silverstream House 45 Fitzroy Street
07820072,G & G EDUCATION LTD,['74909'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2011-10-24,11,London,England,N15 5EA,C/O Dirench & Co  151 West Green Road
07822545,LOVE146,['88990'],private-limited-guarant-nsc-limited-exemption,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2011-10-25,11,London,England,SW11 2DE,23 Plough Road
07821078,39 ST. GEORGE'S SQUARE FREEHOLD LIMITED,['98000'],private-limited-guarant-nsc,"[0, 0]","['2021-10-31', '2020-10-31']",2011-10-24,11,London,England,SW1V 3QN,39 Peter Box
07825138,TELUU LTD,['62012'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2011-10-27,11,London,England,W1W 7LT,85 Great Portland Street
07824037,ALIDA DESIGN LTD,['82990'],ltd,"[1, 1]","['2021-12-31', '2020-12-31']",2011-10-26,11,London,England,E8 2JP,342 Kingsland High Street
07825757,WEST LONDON BATHROOMS AND TILES LIMITED,['47789'],ltd,"[46417, 32544]","['2022-03-31', '2021-03-31']",2011-10-27,11,London,England,NW10 6EU,Studio 9/10 52-56 Standard Road
07826739,STERLING 3000 LIMITED,"['68100', '68320', '88990']",ltd,"[75091, 74616]","['2021-10-31', '2020-10-31']",2011-10-28,11,London,England,SE5 7ST,Liberty House
07826342,AMTICO FLOORING INSTALLATIONS LIMITED,['47990'],ltd,"[96788, 557]","['2021-10-31', '2020-10-31']",2011-10-27,11,London,England,SW12 9AZ,12 Balham High Road
07827191,GQ & SONS ROOFING AND SOLAR ENERGY LIMITED,['43910'],ltd,"[6967, 17054]","['2021-03-31', '2020-03-31']",2011-10-28,11,London,England,WC2H 9JQ,71-75 Shelton Street
07827962,BEDWELL PARK SOLAR LIMITED,['35110'],ltd,"[-1010101, -1010101]","['2020-12-31', '2022-03-31']",2011-10-28,11,London,England,EC1N 2HT,6th Floor 33 Holborn
07828332,HEALTHY 4 LIFE (UK) LTD,['47210'],ltd,"[-1010101, -1010101]","['2021-02-28', '2020-02-29']",2011-10-31,11,London,England,NW1 8AJ,45-46 Chalk Farm Road
07828197,VIXEN & BLUSH LTD.,['96020'],ltd,"[233337, 145961]","['2021-10-31', '2020-10-31']",2011-10-31,11,London,England,W1T 1EB,6 Rathbone Square
07828405,CLOUD9 DEVELOPS LTD,"['47910', '62090']",ltd,"[9470, 8792]","['2021-10-31', '2020-10-31']",2011-10-31,11,London,England,W1W 7LT,85 Great Portland Street
07828584,TURNER ASSOCIATES LTD,['99999'],ltd,"[10, 10]","['2022-03-31', '2021-03-31']",2011-10-31,11,London,England,SE16 6SF,12 Wolfe Crescent
07827595,BASE PARK SOLAR LIMITED,['35110'],ltd,"[-1010101, -1010101]","['2020-12-31', '2022-03-31']",2011-10-28,11,London,England,EC1N 2HT,6th Floor 33 Holborn
07830461,STAR LANE CONSTRUCTION LTD,['41202'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2011-11-01,11,London,England,E16 4BE,14 Carson Road
07828862,MACHINE CONTROL SYSTEMS LTD,"['33140', '33200', '62012', '71121']",ltd,"[-1010101, -1010101]","['2021-10-31', '2020-10-31']",2011-10-31,11,London,England,N1 7GU,20 - 22 Wenlock Road
07830924,MALVERN MEWS TENANTS ASSOCIATION LIMITED,['94990'],private-limited-guarant-nsc,"[1605, 82]","['2021-02-28', '2020-02-28']",2011-11-01,11,London,England,NW6 5PT,31 Malvern Mews
07830394,SUNEVER LTD,"['43999', '70100', '78200', '82990']",ltd,"[79, 2382]","['2020-11-30', '2019-11-30']",2011-11-01,11,London,England,N1 7GU,20-22 Wenlock Road Wenlock Road
07830588,OZGUL ACCOUNTS LTD,['69201'],ltd,"[-1010101, 11423]","['2021-10-31', '2020-10-31']",2011-11-01,11,London,England,N17 8AA,649 High Road
07832239,ESP SAFEGUARD LIMITED,['65120'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2011-11-02,11,London,England,SW1X 7HN,C/O Marlowe Plc
07837972,VIEWPOINT PARTNERS LTD,['69202'],ltd,"[28205, 30708]","['2021-11-30', '2020-11-30']",2011-11-07,11,London,England,SW9 6DE,Suite 3.06 1-3 Brixton Road
07846296,ROCKWELL (120) LIMITED,['68100'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2011-11-14,11,London,England,N3 2JX,Berkeley House  304 Regents Park Road
07846721,TRIBUS HOMES LTD,['41202'],ltd,"[376086, -1010101]","['2021-03-31', '2020-03-31']",2011-11-14,11,London,England,SW1P 4QP,Millbank Tower
07849209,412SEE LIMITED,['99999'],ltd,"[1, 1]","['2021-11-30', '2020-11-30']",2011-11-16,11,London,England,N12 9QD,736 High Road
07848395,SOCIAL POWER (HARLOW) HOLDINGS LIMITED,['64202'],ltd,"[1, -1010101]","['2022-01-31', '2022-01-31']",2011-11-15,11,London,England,EC1M 5QL,1 Benjamin Street
07851180,PARS MEDIA TRUST,['59113'],private-limited-guarant-nsc-limited-exemption,"[-1010101, -1010101]","['2021-12-31', '2020-12-31']",2011-11-17,11,London,England,NW10 7PA,Unit 14
07851266,MEL.AL LTD,['99999'],ltd,"[100, 100]","['2021-11-30', '2020-11-30']",2011-11-17,11,London,England,W1U 6TU,3rd Floor 120 Baker Street
07851342,A&K IMPORT & EXPORT LTD,['46900'],ltd,"[-1010101, 1128]","['2021-11-29', '2019-11-29']",2011-11-17,11,London,England,N7 8JZ,73 Holloway Road
07852221,SNOWPLOW ANALYTICS LIMITED,['62020'],ltd,"[-1010101, 3295177]","['2021-03-31', '2020-03-31']",2011-11-18,11,London,England,EC3A 7LN,Floor 6 17 Bevis Marks
07852981,LA CASA BESPOKE INTERIORS LTD,['43390'],ltd,"[13481, 14725]","['2021-11-30', '2020-11-30']",2011-11-18,11,London,England,N12 0BP,209 Balfour House 741 High Road
07848995,THEATRE SHOES LIMITED,['15200'],ltd,"[137593, 79413]","['2021-03-31', '2020-03-31']",2011-11-16,11,London,England,N14 6NZ,Solar House  282 Chase Road
07849592,"FUTURE-SEA MARINE SERVICE CO., LTD",['82990'],ltd,"[1000, 1000]","['2021-11-30', '2020-11-30']",2011-11-16,11,London,England,EC1V 9BW,Churchill House  142-146 Old Street
07849636,NEW ENERGY WORLD NETWORKS LIMITED,['74990'],ltd,"[1, 1]","['2021-11-30', '2020-11-30']",2011-11-16,11,London,England,SE5 0TJ,Church House  207 Camberwell New Road
07849668,PICHU REALTY & FINANCE LTD,['70229'],ltd,"[18, 12]","['2021-03-31', '2020-03-31']",2011-11-16,11,London,England,W10 6EE,Flat C
07850614,HUTCHINSON WARD SMITH LIMITED,['18129'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2011-11-17,11,London,England,EC1M 4BH,5 St. John's Lane
07850910,PERMIT PROPERTIES LTD,['68209'],ltd,"[7284, 5545]","['2021-03-31', '2020-03-31']",2011-11-17,11,London,England,NW6 1DR,39 Fortune Green Road
07851468,SSB MANAGEMENT LIMITED,"['68209', '82990']",ltd,"[47799, 70515]","['2021-06-30', '2020-06-30']",2011-11-17,11,London,England,W6 0NQ,95 Hammersmith Grove
07852105,JO JONES TEXTILES LIMITED,['46160'],ltd,"[-1010101, -1010101]","['2021-11-30', '2020-11-30']",2011-11-18,11,London,England,NW10 6RF,Suite 200i Cumberland House  80 Scrubs Lane
07852962,369 UPLAND ROAD RTM COMPANY LIMITED,['98000'],private-limited-guarant-nsc,"[-1010101, -1010101]","['2021-09-28', '2020-09-28']",2011-11-18,11,London,England,SE10 9FP,9 Dreadnought Walk
07853499,FORMATION TRUSTEE LIMITED,['71111'],private-limited-guarant-nsc,"[-1010101, -1010101]","['2022-01-31', '2021-01-31']",2011-11-18,11,London,England,SW9 6DE,Winchester House Kennington Business Park  1-3 Brixton Road
07855011,REVERE LIFT SERVICES LIMITED,['33200'],ltd,"[34454, -1010101]","['2021-12-31', '2020-12-31']",2011-11-21,11,London,England,N1 7GU,20-22 Wenlock Road
07855971,ZELOF LIMITED,['82990'],ltd,"[1, 1]","['2021-03-31', '2020-03-31']",2011-11-22,11,London,England,W1J 6BD,Berkley Square House
07856567,FAP JRD LIMITED,['70229'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2011-11-22,11,London,England,W14 8ED,80 Addison Road
07856740,NEPALAYA LIMITED,['61900'],ltd,"[-1010101, -1010101]","['2021-11-30', '2020-11-30']",2011-11-22,11,London,England,SE18 1PP,19 Lakedale Road
07857166,EXPLOIT SPACE LIMITED,['31090'],ltd,"[1423, 3782]","['2021-03-31', '2020-03-31']",2011-11-22,11,London,England,N3 2SZ,Ground Floor Marlborough House  298 Regents Park Road
07857471,ACCOUNTANCY ENTERPRISE LIMITED,"['69201', '69202', '69203']",ltd,"[29551, 22448]","['2021-11-30', '2020-11-30']",2011-11-23,11,London,England,WC2H 9JQ,71-75 Shelton Street
07858061,MADANO PARTNERSHIP LIMITED,"['64209', '74909']",ltd,"[499586, 832736]","['2021-12-31', '2020-12-31']",2011-11-23,11,London,England,SE1 9HA,Riverside House
07859153,PRIME HOUSING LIMITED,['68100'],ltd,"[14590, 25923]","['2021-11-30', '2020-11-30']",2011-11-24,11,London,England,N16 5RE,19b Linthorpe Road
07859809,TRL TRADE LTD,['74909'],ltd,"[100, -1010101]","['2021-03-31', '2021-03-31']",2011-11-24,11,London,England,N15 5EA,C/O Dirench & Co  151 West Green Road
07860562,SUPERNOVA TRANSPORT LTD,['49320'],ltd,"[32815, 19891]","['2020-03-31', '2019-03-31']",2011-11-25,11,London,England,EC2A 3AR,Studio 210 134-146 Curtain Road
07860613,REAL LOGIC LIMITED,['62020'],ltd,"[-1010101, -1010101]","['2022-06-30', '2021-03-31']",2011-11-25,11,London,England,EC3A 8BE,70 St Mary Axe
07859285,KASHFLO LIMITED,['62090'],ltd,"[1, 1]","['2021-03-31', '2020-03-31']",2011-11-24,11,London,England,W1G 0PW,33 Cavendish Square
07860423,MZ PARTNERS LIMITED,"['69201', '69202']",ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2011-11-25,11,London,England,EC1R 5HL,Kalamu House
07861678,JR ACCOUNTANCY LONDON LTD,['69202'],ltd,"[37422, 1282]","['2021-12-31', '2020-12-31']",2011-11-25,11,London,England,NW6 1DS,74 Fortune Green Road
07862358,BASTION MANAGEMENT & STRATEGY CONSULTING LTD,"['62020', '70221', '70229', '74909']",ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2011-11-28,11,London,England,EC2A 4NE,86-90 Paul Street
07865259,SADYOJAT ENGINEERING LIMITED,['74100'],ltd,"[5820, 12818]","['2021-11-30', '2020-11-30']",2011-11-30,11,London,England,NW10 0HY,355 North Circular Road
07862908,G S LETTINGS & MANAGEMENT LTD,['55900'],ltd,"[30491, 80135]","['2021-11-30', '2020-11-30']",2011-11-28,11,London,England,NW1 5AY,14d Hyde Park Mansion
07863129,UPP (BYRON HOUSE) HOLDINGS LIMITED,['70100'],ltd,"[-1010101, -1010101]","['2021-08-31', '2020-08-31']",2011-11-28,11,London,England,EC4R 9AB,1st Floor 12
07864912,THE RESEARCH COUNCIL FOR COMPLEMENTARY MEDICINE,['74990'],private-limited-guarant-nsc-limited-exemption,"[15378, 15318]","['2021-03-31', '2020-03-31']",2011-11-29,11,London,England,SW5 0RP,33 Kenway Road
07864951,RUN-FAST RETAIL LTD,['47710'],ltd,"[1218443, 1149803]","['2021-03-31', '2020-03-31']",2011-11-29,11,London,England,EC3A 7DB,28-30 Houndsditch
07863434,ENA NETWORKS LIMITED,['62020'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2011-11-28,11,London,England,EC1V 2NX,Kemp House 160 City Road
07866299,EDGE UX LIMITED,['74100'],ltd,"[46228, 47531]","['2021-03-31', '2020-03-31']",2011-11-30,11,London,England,SE9 3TL,4 Green Lane Business Park  238 Green Lane
07867269,ASTON PARTNERS LTD,"['41201', '41202']",ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2011-12-01,11,London,England,W4 3NJ,19 Hearne Road
07867450,TASHA HEALTHCARE LTD,['47730'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2011-12-01,11,London,England,E3 2AD,67 Bow Road
07875877,SCAN SOLUTIONS LTD,['62090'],ltd,"[-1010101, -1010101]","['2021-12-31', '2020-12-31']",2011-12-08,11,London,England,N1 7GU,20-22 Wenlock Road
07873768,THE TRENDHIL CO LIMITED,"['46160', '46420']",ltd,"[10000, 10000]","['2021-12-31', '2020-12-31']",2011-12-07,11,London,England,N3 1HF,309 Winston House 2 Dollis Park
07876129,ECO TRADE MARKETING LTD.,['82990'],ltd,"[10, 10]","['2021-12-31', '2020-12-31']",2011-12-08,11,London,England,NW1 6UY,543 Baker Street
07876291,QUADRANT DEVELOPMENT MANAGEMENT LIMITED,"['41100', '68100']",ltd,"[71044, 472295]","['2021-03-31', '2020-03-31']",2011-12-09,11,London,England,WC2A 1LS,22 Chancery Lane
07876925,BASTWICK FLAT MANAGEMENT LIMITED,['98000'],ltd,"[5, 5]","['2021-12-30', '2020-12-30']",2011-12-09,11,London,England,EC1Y 0TA,Goodsir Commercial Limited  9-10 Domingo Street
07877350,LONDON CRAFT FAIR LIMITED,['82990'],ltd,"[100, -1010101]","['2021-12-31', '2020-12-31']",2011-12-09,11,London,England,N11 3LG,47 The Ridgeway Friern Barnet
07878358,DONT WAFFLE ME LIMITED,['62020'],ltd,"[2, 2]","['2022-03-31', '2021-03-31']",2011-12-12,11,London,England,E6 3DN,172 Central Park Road
07879198,JAPANESE TRADE CENTRE LIMITED,"['45111', '45112']",ltd,"[51312, 15424]","['2021-03-31', '2020-03-31']",2011-12-12,11,London,England,N20 9HR,1339 High Road
07880731,BARTEK EXPRESS LTD.,['47290'],ltd,"[1204115, 1063864]","['2021-05-31', '2020-05-31']",2011-12-14,11,London,England,SW17 9SH,Unit M228
07880318,BROAD STREET BRANDS LIMITED,"['11010', '46342']",ltd,"[-1010101, 2242]","['2021-06-30', '2020-06-30']",2011-12-13,11,London,England,EC2M 1QS,Level 17
07880472,AFRICA: SEEN & HEARD LIMITED,"['56210', '70210', '70229', '74909']",ltd,"[26061, 23590]","['2021-05-31', '2020-05-31']",2011-12-13,11,London,England,EC4M 7JN,Office 7
07880696,MUDDY PUDDLES ONLINE LIMITED,['99999'],ltd,"[400, 100]","['2021-03-31', '2020-03-31']",2011-12-13,11,London,England,W1W 7LT,85 Great Portland Street
07883939,EL CAROUSEL LTD.,['60200'],ltd,"[92072, 53152]","['2021-08-31', '2020-08-31']",2011-12-15,11,London,England,E4 9RB,114 The Avenue
07882287,HULL RESERVE POWER LIMITED,['35110'],ltd,"[-1010101, -1010101]","['2021-06-30', '2020-06-30']",2011-12-14,11,London,England,EC1N 2HT,6th Floor 33 Holborn
07883054,REP PRODUCTIONS 8 LTD,"['59111', '59113']",ltd,"[-1010101, -1010101]","['2021-04-30', '2021-01-31']",2011-12-15,11,London,England,EC3M 6BL,1st Floor
07884149,GL GLOBAL LIMITED,['78109'],ltd,"[65749, 1534]","['2021-03-31', '2020-03-31']",2011-12-16,11,London,England,EC4A 1BL,5 Chancery Lane
07882558,M&M ELECTRICAL (UK) LTD,['47990'],ltd,"[20966, 10036]","['2021-09-29', '2020-09-29']",2011-12-14,11,London,England,E5 9NA,Js & Co Accountants  26 Theydon Road
07884749,PIXELED EGGS LIMITED,['62012'],ltd,"[514549, 548938]","['2021-12-31', '2020-12-31']",2011-12-16,11,London,England,EC2A 4NE,86-90 Paul Street
07889477,AMP VENTURES LIMITED,['82990'],ltd,"[4372291, 3399093]","['2021-12-31', '2020-12-31']",2011-12-21,11,London,England,EC4A 3DQ,10 Bolt Court
07891081,SEVEN-T-ONE LIMITED,['70229'],ltd,"[28488, -1010101]","['2021-12-31', '2020-12-31']",2011-12-23,11,London,England,EC1V 2NX,124 City Road
07894655,VICTOR PURPLE LIMITED,['99999'],ltd,"[2904, 2751]","['2021-01-31', '2020-01-31']",2012-01-03,10,London,England,N1 7GU,20-22 Wenlock Road
07896153,UNIPRIDE VENTURES LIMITED,['64999'],ltd,"[121596, 2172]","['2022-01-31', '2021-01-31']",2012-01-04,10,London,England,WC2B 6UJ,York House  23 Kingsway
07893651,WILLOWDENE FINANCE LIMITED,['96090'],ltd,"[-1010101, -1010101]","['2021-12-31', '2020-12-31']",2011-12-29,11,London,England,EC2A 4BA,93 Tabernacle Street
07894819,WOB UK LTD,"['74909', '94990']",ltd,"[451892, 338051]","['2021-12-31', '2020-12-31']",2012-01-03,10,London,England,WC1N 3AX,27 Old Gloucester Street
07894013,GREENRICH LTD,"['70229', '93199']",ltd,"[-1010101, -1010101]","['2021-12-31', '2020-12-31']",2011-12-30,11,London,England,N1 7GU,20-22 Wenlock Road
07898393,THE SOLAR ELECTRICIAN LTD,['43210'],ltd,"[1750, 111]","['2021-01-31', '2020-01-31']",2012-01-05,10,London,England,N1 7GU,20-22 Wenlock Road
07898822,ARCHIART LIMITED,"['63990', '71111', '74209', '82990']",ltd,"[1986, 2075]","['2021-01-31', '2020-01-31']",2012-01-05,10,London,England,W5 2BS,Craven House
07895406,PLATFORM LIMITED,['62020'],ltd,"[32624, 33737]","['2021-03-31', '2020-03-31']",2012-01-03,10,London,England,N1 7LP,3 Westland Place
07898060,SIMON NEWTON LONDON LIMITED,['80200'],ltd,"[20063, 65]","['2022-03-31', '2021-03-31']",2012-01-05,10,London,England,SW1E 5HX,13 Palace Street
07894740,JSBKS ACCOUNTING SERVICES LTD,['64999'],ltd,"[1469, 1964]","['2021-01-31', '2020-01-31']",2012-01-03,10,London,England,N11 1AR,17 Seafield Road
07899373,34 QUEEN ANNE STREET LIMITED,['68209'],ltd,"[9, 9]","['2021-01-31', '2020-01-31']",2012-01-05,10,London,England,N12 8QA,869 High Road
07898875,SCARLET LIGHT FILMS LTD,['59111'],ltd,"[-1010101, -1010101]","['2022-01-31', '2021-01-31']",2012-01-05,10,London,England,EC4R 2SU,5th Floor 14-16 Dowgate Hill
07900132,"WEIS INDUSTRIAL CO., LTD",['99999'],ltd,"[10000, 10000]","['2022-01-31', '2021-01-31']",2012-01-06,10,London,England,N14 5BP,Chase Business Centre
07900319,ECOSERVE CLEANING LTD,['81210'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2012-01-06,10,London,England,EC1V 2NX,124 City Road
07901076,BACK2BASICS ACCOUNTS LIMITED,['82110'],ltd,"[231, 356]","['2022-01-31', '2021-01-31']",2012-01-09,10,London,England,EC1N 8LE,63-66 Hatton Garden
07901158,TEAL SQUARE LTD,['70229'],ltd,"[-1010101, -1010101]","['2021-06-30', '2020-06-30']",2012-01-09,10,London,England,N1 7GU,20 - 22 Wenlock St
07901609,E L E N A P A N A G I O T I D I S LTD,['74100'],ltd,"[-1010101, -1010101]","['2022-01-31', '2021-01-31']",2012-01-09,10,London,England,W2 3UN,Flat 3
07901617,ALLEN GOLDSTEIN LIMITED,['68310'],ltd,"[126497, 86299]","['2021-01-31', '2020-01-31']",2012-01-09,10,London,England,WC1H 8BZ,104 Cromer Street
07901883,JUDY WU LTD,['90030'],ltd,"[13669, 19412]","['2022-01-31', '2021-01-31']",2012-01-09,10,London,England,W2 4BG,Flat 9 27 Kensington Gardens Square
07902720,VSK CONSULTING LIMITED,['68320'],ltd,"[6341, 9504]","['2021-04-30', '2020-04-30']",2012-01-09,10,London,England,N12 9DA,Building 2 30 Friern Park
07903954,JAMIES ITALIAN NORTH AMERICA LIMITED,['74990'],ltd,"[172, 172]","['2021-12-31', '2020-12-31']",2012-01-10,10,London,England,N7 7BL,Benwell House  15-21 Benwell Road
07904125,THE BALLROOM DANCERS FEDERATION INTERNATIONAL,['90020'],private-limited-guarant-nsc-limited-exemption,"[-1010101, -1010101]","['2022-02-28', '2021-02-28']",2012-01-10,10,London,England,SW6 4QP,Harwood House  43 Harwood Road
07904527,ERGO CONSULTANCY LIMITED,['70229'],ltd,"[56039, 47427]","['2021-03-31', '2020-03-31']",2012-01-10,10,London,England,SW19 1NE,Highland House The Broadway
07904638,ROMANDIN STUDIOS LTD,"['46420', '74909']",ltd,"[212793, 212077]","['2021-03-31', '2020-03-31']",2012-01-10,10,London,England,E5 8DS,75b 75 Downs Road
07906573,DEPOT LONDON LUXURY LTD,['47770'],ltd,"[10123, 575]","['2021-01-31', '2020-01-31']",2012-01-11,10,London,England,SW3 6NT,Bourbon & Hanby Arcade  151 Sydney Street
07905574,PURPLE DOOR MEDIA LTD,['59112'],ltd,"[19116, 100]","['2022-04-05', '2021-04-05']",2012-01-11,10,London,England,SW16 2BF,43 Hideaway Work Space
07905555,KINVENTUS MANAGEMENT LIMITED,"['58110', '63120', '70229', '73110']",ltd,"[1000, 1000]","['2022-01-31', '2021-01-31']",2012-01-11,10,London,England,N1 7GU,20-22 Wenlock Road
07906981,ELEPHANT MUSIC GLOBAL LTD,['96090'],ltd,"[420821, 221576]","['2021-03-31', '2020-03-31']",2012-01-12,10,London,England,E17 4EJ,77 Forest View Road
07907550,NEXT STEP IN LONDON LIMITED,['47910'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2012-01-12,10,London,England,E3 3GP,Flat 7 
07907607,AUNTIE SHADE'S LIMITED,['10840'],ltd,"[1, 1000]","['2021-01-31', '2020-01-31']",2012-01-12,10,London,England,EC1V 2NX,Capital Office
07908971,FIRST FIELD MARKETING LIMITED,['73110'],ltd,"[12978, 12978]","['2021-06-30', '2020-06-30']",2012-01-13,10,London,England,W1G 9HL,51 Welbeck Street
07909202,H & H RESTAURANTS LIMITED,['56101'],ltd,"[26010, 32457]","['2021-03-31', '2020-03-31']",2012-01-13,10,London,England,W6 7PD,98-100 Shepherds Bush Road
07909885,UNION TRADE LTD,['53202'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2012-01-16,10,London,England,W6 0LH,601 Britannia House 1 Glenthorne Road
07909426,STORIES LTD,['59113'],ltd,"[16367, 2527]","['2022-01-31', '2021-01-31']",2012-01-13,10,London,England,W1T 3BL,27 Mortimer Street
07909487,BARKING RIVERSIDE COMMUNITY DEVELOPMENT C.I.C.,['98000'],private-limited-guarant-nsc,"[-1010101, -1010101]","['2021-07-31', '2020-07-31']",2012-01-13,10,London,England,E15 4PH,29-35 West Ham Lane
07911439,JOHN NEWBIGIN LIMITED,['74909'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2012-01-16,10,London,England,N14 7EL,28 Minchenden Crescent
07911666,RANA MANAGEMENT LIMITED,"['56210', '56290']",ltd,"[-1010101, -1010101]","['2021-01-31', '2020-01-31']",2012-01-16,10,London,England,E17 5DX,190 Billet Road
07916215,ROCKET SPORTS MANAGEMENT LIMITED,['70229'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2012-01-19,10,London,England,W6 7NL,Hythe House  200 Shepherds Bush Road
07915320,STUDDERT PROPERTY LIMITED,['41100'],ltd,"[111256, 350696]","['2022-03-31', '2021-03-31']",2012-01-19,10,London,England,SE23 3DT,51 Wood Vale
07914914,MHOR MUSIC LIMITED,"['60100', '60200']",ltd,"[1, 1]","['2021-01-31', '2020-01-31']",2012-01-18,10,London,England,N3 2JU,2nd Floor Gadd House
07913246,TT7 CONSTRUCTION LTD,"['41202', '43390']",ltd,"[99104, 2085]","['2020-12-31', '2019-12-31']",2012-01-17,10,London,England,N17 6AA,285 Lordship Lane
07913944,DYLAN COLLARD LIMITED,['74209'],ltd,"[-1010101, -1010101]","['2021-01-31', '2020-01-31']",2012-01-18,10,London,England,NW11 8ED,2 Accommodation Road
07914164,FITQUIP LIMITED,['46690'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2012-01-18,10,London,England,N12 8RQ,54 Forest Court Holden Avenue
07914647,GO WEBSERVICE LIMITED,['82990'],ltd,"[1, 1]","['2022-01-31', '2021-01-31']",2012-01-18,10,London,England,W1B 3HH,Third Floor  207 Regent Street
07915081,THIRD EYE STUDIO LTD,['96090'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2012-01-18,10,London,England,SE1 9PG,1-2 Hatfields
07918333,PAPAG CONSULTANTS LIMITED,['74909'],ltd,"[227968, 38791]","['2021-01-31', '2020-01-31']",2012-01-20,10,London,England,WC1X 0JG,11 Merlins Court  30 Margery Street
07916276,VETERINARIANS FOR ANIMAL WELFARE ZIMBABWE UK,"['01629', '75000', '85590']",private-limited-guarant-nsc-limited-exemption,"[-1010101, -1010101]","['2021-01-31', '2020-01-31']",2012-01-19,10,London,England,EC2N 4AD,110 Bishopsgate
07916111,G PLUS ECONOMICS LTD,['63990'],ltd,"[1, 1]","['2022-01-31', '2021-01-31']",2012-01-19,10,London,England,EC2A 3EZ,6 King John Court
07918787,LUMINANCE SOLAR LIMITED,['35110'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2012-01-23,10,London,England,EC1N 2HT,6th Floor 33 Holborn
07917617,ARTS FOR BUSINESS LTD,"['70229', '72200', '85590']",ltd,"[22961, 19437]","['2022-01-31', '2021-01-31']",2012-01-20,10,London,England,SW17 9JR,5 London Road
